Date,Label,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25
2000-01-03,0,0.04568331316113472,0.9422960877418518,0.9350534081459045,0.13909627497196198,0.716245710849762,0.7187241315841675,0.9201936721801758,0.8547484278678894,0.8935695886611938,0.1737482100725174,0.925502359867096,0.8651749491691589,0.044025905430316925,0.08223981410264969,0.051098525524139404,0.0404399111866951,0.08234625309705734,0.12624846398830414,0.9539492726325989,0.9067173600196838,0.11905565112829208,0.06763087213039398,0.7514241933822632,0.3355486989021301,0.8064759373664856
2000-01-04,0,0.9422960877418518,0.9836553335189819,0.7149461507797241,0.7827818393707275,0.8953121304512024,0.04516789689660072,0.04516789689660072,0.04516789689660072,0.043991539627313614,0.04516789689660072,0.8065570592880249,0.9871412515640259,0.8568058013916016,0.6950509548187256,0.9230648875236511,0.12264999002218246,0.9330617785453796,0.9344373941421509,0.2773759067058563,0.07390640676021576,0.8793546557426453,0.09063280373811722,0.8594503998756409,0.099403515458107,0.026708072051405907
2000-01-05,0,0.0580243244767189,0.9520206451416016,0.13413944840431213,0.8893870711326599,0.12647657096385956,0.475718230009079,0.05690072476863861,0.9193087816238403,0.9351627230644226,0.13369031250476837,0.9536680579185486,0.11336903274059296,0.7975839972496033,0.8829486966133118,0.806946873664856,0.7915398478507996,0.6923103332519531,0.6470392346382141,0.7615211606025696,0.7030498385429382,0.8692509531974792,0.22544218599796295,0.9904554486274719,0.12630614638328552,0.9886616468429565
2000-01-06,1,0.9420506954193115,0.1278807371854782,0.8726000785827637,0.7806201577186584,0.31433090567588806,0.7584607005119324,0.9033300876617432,0.06263159960508347,0.10769781470298767,0.9536141753196716,0.0665680319070816,0.9327568411827087,0.05884727090597153,0.8424202799797058,0.888026773929596,0.12283170968294144,0.027724621817469597,0.07761330157518387,0.0337788350880146,0.9122582674026489,0.04766451194882393,0.9391473531723022,0.1234171986579895,0.053655195981264114,0.9334719181060791
2000-01-07,1,0.0599713958799839,0.847667396068573,0.09544293582439423,0.9059430956840515,0.13687284290790558,0.20597752928733826,0.9205410480499268,0.9445844292640686,0.889746367931366,0.10405997186899185,0.5076046586036682,0.08073364198207855,0.9223703742027283,0.8948367834091187,0.9664521813392639,0.7997227907180786,0.8094677925109863,0.05318082496523857,0.8988229036331177,0.02541469596326351,0.14370395243167877,0.16566094756126404,0.06687608361244202,0.31845414638519287,0.1850140392780304
2000-01-10,1,0.8564580082893372,0.16865277290344238,0.8426207304000854,0.8692507743835449,0.7983871102333069,0.08085420727729797,0.9608013033866882,0.8884678483009338,0.10053903609514236,0.09551891684532166,0.10532420873641968,0.07486483454704285,0.9868205189704895,0.8003911972045898,0.0750684142112732,0.8244636058807373,0.9806775450706482,0.09830012917518616,0.04939992353320122,0.232920303940773,0.030507976189255714,0.041112594306468964,0.03389117866754532,0.8910120725631714,0.8616189956665039
2000-01-11,1,0.09704342484474182,0.46979421377182007,0.9720494747161865,0.8341586589813232,0.030529692769050598,0.6092464327812195,0.7821213603019714,0.9309560060501099,0.931347131729126,0.07124043256044388,0.08493614941835403,0.9161682724952698,0.5548815131187439,0.9104967713356018,0.03031865879893303,0.9775248765945435,0.10017137974500656,0.10085057467222214,0.9538050889968872,0.9454897046089172,0.055317316204309464,0.0873507484793663,0.07480388134717941,0.05495491251349449,0.886918306350708
2000-01-12,0,0.8590977191925049,0.6356685757637024,0.9752230048179626,0.05264817550778389,0.1527262032032013,0.9144249558448792,0.08673308789730072,0.9448325634002686,0.9166474342346191,0.7789510488510132,0.15389013290405273,0.8688608407974243,0.060434434562921524,0.055384211242198944,0.3003489375114441,0.9425890445709229,0.032667383551597595,0.04849902167916298,0.1483052521944046,0.3756934404373169,0.9002073407173157,0.04758554697036743,0.0759613886475563,0.04926086962223053,0.11592897772789001
2000-01-13,1,0.03586558997631073,0.11116370558738708,0.09534459561109543,0.365565687417984,0.19791746139526367,0.07512929290533066,0.235229030251503,0.855984628200531,0.28275465965270996,0.8426446914672852,0.8899226784706116,0.1915714144706726,0.07824006676673889,0.12607000768184662,0.9266571402549744,0.7335863709449768,0.14372673630714417,0.06674898415803909,0.11888855695724487,0.11339477449655533,0.06897373497486115,0.8317710161209106,0.7816804647445679,0.8089787364006042,0.046512167900800705
2000-01-14,1,0.11216055601835251,0.5118920803070068,0.11589892208576202,0.03889323025941849,0.9392536878585815,0.8888389468193054,0.17054855823516846,0.4948956072330475,0.9054587483406067,0.047099895775318146,0.8979415893554688,0.08926589787006378,0.04463889077305794,0.02988390065729618,0.029395608231425285,0.2799006998538971,0.15369349718093872,0.12837587296962738,0.8645604848861694,0.9859543442726135,0.03489334508776665,0.8784475922584534,0.10984461009502411,0.08084263652563095,0.1412786990404129
2000-01-18,1,0.10700155049562454,0.9500291347503662,0.18323947489261627,0.7788717746734619,0.8164955973625183,0.03497513756155968,0.9716033935546875,0.9894329905509949,0.9107400178909302,0.1107696071267128,0.9272149205207825,0.05849279463291168,0.6536669731140137,0.9813071489334106,0.9256289601325989,0.9491884708404541,0.8886005878448486,0.04708411172032356,0.0698259100317955,0.1282760351896286,0.926341712474823,0.05020865797996521,0.8558946251869202,0.04722264036536217,0.7695260643959045
2000-01-19,0,0.045913949608802795,0.845715343952179,0.21153107285499573,0.1848004311323166,0.9547434449195862,0.7140921354293823,0.03972074016928673,0.892933189868927,0.9635357856750488,0.6714461445808411,0.04443858191370964,0.1807585209608078,0.0731024220585823,0.04637754335999489,0.8914844393730164,0.42608699202537537,0.10988275706768036,0.03552020713686943,0.9231687188148499,0.0579453743994236,0.8474719524383545,0.7871097326278687,0.8357023596763611,0.9693033695220947,0.32106295228004456
2000-01-20,0,0.05613688752055168,0.8117735981941223,0.11308452486991882,0.8554570078849792,0.913078784942627,0.20660431683063507,0.03029167465865612,0.7910383939743042,0.9342036843299866,0.7078920006752014,0.14281179010868073,0.776446521282196,0.9384218454360962,0.07689255475997925,0.07087067514657974,0.2136363685131073,0.08774403482675552,0.8196003437042236,0.7329741716384888,0.9105168581008911,0.9577011466026306,0.06737606227397919,0.8330853581428528,0.9042279720306396,0.14311906695365906
2000-01-21,0,0.5115227699279785,0.8238446116447449,0.8114749789237976,0.5248421430587769,0.11610016226768494,0.06222907081246376,0.41021978855133057,0.931347131729126,0.04638131707906723,0.08169224113225937,0.029291730374097824,0.0670950785279274,0.9265075922012329,0.944036066532135,0.07060500234365463,0.9030673503875732,0.1309640109539032,0.8956389427185059,0.9765083193778992,0.8706431984901428,0.9197636842727661,0.949358344078064,0.9691038131713867,0.9766045212745667,0.15591244399547577
2000-01-24,0,0.08848369866609573,0.1886613816022873,0.8621974587440491,0.9361888766288757,0.9534469246864319,0.8185413479804993,0.1316644251346588,0.076729916036129,0.9189777374267578,0.5011276602745056,0.23964723944664001,0.07254995405673981,0.03747349977493286,0.0358106829226017,0.9287875890731812,0.8906351923942566,0.8101984858512878,0.7380415201187134,0.07116084545850754,0.7983871102333069,0.8426207304000854,0.8954637050628662,0.9832900762557983,0.8791176080703735,0.9562610387802124
2000-01-25,0,0.9735967516899109,0.8877242207527161,0.24225963652133942,0.952374279499054,0.8591343760490417,0.7450708746910095,0.07199038565158844,0.8777919411659241,0.9267498850822449,0.8729625344276428,0.49151915311813354,0.9053834080696106,0.9886616468429565,0.15143221616744995,0.11014415323734283,0.11014415323734283,0.1108473464846611,0.8043036460876465,0.9895938634872437,0.9752988815307617,0.9602035284042358,0.875982403755188,0.977295458316803,0.9550995826721191,0.9150116443634033
2000-01-26,1,0.40721869468688965,0.16900333762168884,0.9597504734992981,0.08207174390554428,0.059621069580316544,0.9575013518333435,0.047908294945955276,0.9260572195053101,0.16334906220436096,0.8944821953773499,0.04455513134598732,0.04141766577959061,0.4852023422718048,0.11239106208086014,0.11619935184717178,0.8614147901535034,0.1150897741317749,0.9634753465652466,0.8922195434570312,0.7480477094650269,0.0672360509634018,0.9388056993484497,0.980630099773407,0.05342615023255348,0.035949915647506714
2000-01-27,1,0.14225956797599792,0.9074013829231262,0.20254281163215637,0.1015484407544136,0.21879875659942627,0.886250376701355,0.9450265169143677,0.8718301057815552,0.17841634154319763,0.10229542851448059,0.8900383710861206,0.9325841069221497,0.8729004263877869,0.5029294490814209,0.9110585451126099,0.6400851607322693,0.13326217234134674,0.37475156784057617,0.6637582778930664,0.042509663850069046,0.03771067410707474,0.8534296751022339,0.9548813700675964,0.06897373497486115,0.052595000714063644
2000-01-28,0,0.9362651705741882,0.566753089427948,0.2483685165643692,0.029559390619397163,0.7417622804641724,0.14007027447223663,0.05119023099541664,0.057920049875974655,0.20950523018836975,0.9156339764595032,0.15479257702827454,0.9139206409454346,0.8381332755088806,0.38172852993011475,0.6461088061332703,0.9532045722007751,0.1888776272535324,0.06887131929397583,0.8663948178291321,0.9481356143951416,0.9175194501876831,0.061600539833307266,0.10004618018865585,0.83607017993927,0.83607017993927
2000-01-31,0,0.7941343784332275,0.8157896399497986,0.8877703547477722,0.1821366250514984,0.9331337213516235,0.032274164259433746,0.516063392162323,0.8459410667419434,0.07441679388284683,0.09984715282917023,0.9741999506950378,0.3831765949726105,0.6113516688346863,0.8565705418586731,0.8269997239112854,0.2734585404396057,0.06923581659793854,0.8851831555366516,0.038353584706783295,0.0519581064581871,0.11926978081464767,0.8806158304214478,0.9394162893295288,0.03344374895095825,0.9116436839103699
2000-02-01,1,0.9747612476348877,0.09180955588817596,0.09815772622823715,0.9319073557853699,0.12575548887252808,0.9725720286369324,0.7070339918136597,0.9093573689460754,0.06276015937328339,0.05877072364091873,0.8981625437736511,0.029952984303236008,0.15264233946800232,0.06639008224010468,0.8478584289550781,0.7254949808120728,0.29346150159835815,0.028019797056913376,0.05755726248025894,0.9620041847229004,0.8842053413391113,0.9785766005516052,0.9487608075141907,0.7464473247528076,0.9061532616615295
2000-02-02,1,0.08984050899744034,0.05026054009795189,0.944086492061615,0.12432024627923965,0.1729711890220642,0.19336757063865662,0.06955941021442413,0.9707459807395935,0.6957852840423584,0.17607639729976654,0.8173215389251709,0.8684950470924377,0.8529266715049744,0.9448751211166382,0.08914942294359207,0.06972343474626541,0.13549752533435822,0.11207493394613266,0.11344941705465317,0.8528565168380737,0.6509184241294861,0.7768281102180481,0.8796980381011963,0.8898491859436035,0.9275947213172913
2000-02-03,0,0.931347131729126,0.9864246845245361,0.10206525772809982,0.9149989485740662,0.0609896145761013,0.21564093232154846,0.9195276498794556,0.9378840923309326,0.9799978137016296,0.349051296710968,0.9392358064651489,0.8958951830863953,0.9074695110321045,0.059070464223623276,0.0790824145078659,0.6514540314674377,0.07850746810436249,0.12665677070617676,0.6553971767425537,0.6553971767425537,0.03560343012213707,0.9712940454483032,0.057018473744392395,0.09397347271442413,0.9031840562820435
2000-02-04,1,0.13552525639533997,0.10456405580043793,0.9553667306900024,0.06850138306617737,0.1955062597990036,0.4477701187133789,0.7698647379875183,0.8502141237258911,0.15747669339179993,0.5351943969726562,0.7381739616394043,0.8095671534538269,0.10675830394029617,0.9816039800643921,0.24787072837352753,0.0954347476363182,0.898917555809021,0.05856018140912056,0.8920539617538452,0.4478667974472046,0.8614585995674133,0.8068498373031616,0.052541423588991165,0.8933818340301514,0.9224295020103455
2000-02-07,0,0.09793172031641006,0.9320381283760071,0.7983871102333069,0.8426207304000854,0.8954637050628662,0.9101365208625793,0.09150546789169312,0.9580912590026855,0.09409023076295853,0.095612071454525,0.9716711640357971,0.9672384858131409,0.0618155263364315,0.9490749835968018,0.11952049285173416,0.03108002431690693,0.9065740704536438,0.9332661032676697,0.12317755073308945,0.9768467545509338,0.7551445960998535,0.14873994886875153,0.9047485589981079,0.9908865690231323,0.11410665512084961
2000-02-08,0,0.6732405424118042,0.956258237361908,0.04390206187963486,0.756023645401001,0.7854935526847839,0.15047116577625275,0.2461612969636917,0.052495334297418594,0.8020181655883789,0.10489702969789505,0.98275226354599,0.6741946935653687,0.07834643125534058,0.046122677624225616,0.053652215749025345,0.03956998512148857,0.04157332703471184,0.04973158240318298,0.05959581583738327,0.9892372488975525,0.9539182186126709,0.17977458238601685,0.0732596144080162,0.05575498193502426,0.03333858400583267
2000-02-09,1,0.29735395312309265,0.09489934146404266,0.5441003441810608,0.9266074895858765,0.9190474152565002,0.06145776808261871,0.0946907177567482,0.989355742931366,0.05919501557946205,0.8175195455551147,0.039112553000450134,0.3474133014678955,0.14443400502204895,0.8506701588630676,0.8968024849891663,0.14443400502204895,0.37835705280303955,0.8273183107376099,0.9481827616691589,0.9062953591346741,0.08339212834835052,0.9023615121841431,0.8506701588630676,0.03554179146885872,0.8857846856117249
2000-02-10,0,0.9644789695739746,0.9121758341789246,0.9394497275352478,0.11055541783571243,0.6452814936637878,0.9274535775184631,0.9391403198242188,0.8452349901199341,0.5267705917358398,0.29628825187683105,0.03993266075849533,0.9399315714836121,0.1981688290834427,0.14210037887096405,0.07665865868330002,0.7960978746414185,0.2540367543697357,0.2831064462661743,0.8602484464645386,0.933957040309906,0.907051682472229,0.04364415258169174,0.06500064581632614,0.35518407821655273,0.7703542113304138
2000-02-14,0,0.828532338142395,0.12226392328739166,0.8877703547477722,0.07572105526924133,0.9381809234619141,0.8157896399497986,0.7941343784332275,0.9580579400062561,0.14489540457725525,0.23361437022686005,0.9667002558708191,0.16527746617794037,0.49319639801979065,0.06790606677532196,0.0728076919913292,0.04100698605179787,0.18773587048053741,0.04058554396033287,0.0951947420835495,0.925144612789154,0.10003874450922012,0.06812421977519989,0.0637565329670906,0.9908402562141418,0.032692816108465195
